Stkcd,Stknme,Listdt,Conme,Conme_en,Nnindcd,Nnindnme,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Markettype
2445,中南文化,7/13/2010,中南红文化集团股份有限公司,"Zhongnan Red Cultural Group Co., Ltd.",R86,广播、电视、电影和影视录音制作业,江苏省,320000,江阴市,320281,私营企业,P0306,4
2446,盛路通信,7/13/2010,广东盛路通信科技股份有限公司,"Guangdong Shenglu Telecommunication Tech. Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,佛山市,440600,私营企业,P0306,4
2447,晨鑫退,7/13/2010,大连晨鑫网络科技股份有限公司,"Dalian Morningstar Network Technology Co., Ltd.",I64,互联网和相关服务,辽宁省,210000,大连市,210200,私营企业,P0306,4
2448,中原内配,7/16/2010,中原内配集团股份有限公司,ZYNP Corporation,C36,汽车制造业,河南省,410000,孟州市,410883,私营企业,P0306,4
2449,国星光电,7/16/2010,佛山市国星光电股份有限公司,"Foshan NationStar Optoelectronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,佛山市,440600,私营企业,P0306,4
2450,康得退,7/16/2010,康得新复合材料集团股份有限公司,"Kangde Xin Composite Material Group Co., Ltd.",C29,橡胶和塑料制品业,江苏省,320000,张家港市,320582,私营企业,P0306,4
2451,摩恩电气,7/20/2010,上海摩恩电气股份有限公司,"Shanghai Morn Electric Equipment Co., Ltd.",C38,电气机械及器材制造业,上海市,310000,上海市,310000,私营企业,P0306,4
2452,长高电新,7/20/2010,长高电新科技股份公司,"Changgao Electric Group Co., Ltd.",C38,电气机械及器材制造业,湖南省,430000,长沙市,430100,私营企业,P0306,4
2453,华软科技,7/20/2010,金陵华软科技股份有限公司,"Great Chinasoft Technology Co., Ltd.",I65,软件和信息技术服务业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2454,松芝股份,7/20/2010,上海加冷松芝汽车空调股份有限公司,"Songz Automobile Air conditioning Co., Ltd.",C36,汽车制造业,上海市,310000,上海市,310000,中外合资,P0303,4
2455,百川股份,8/3/2010,江苏百川高科新材料股份有限公司,"Jiangsu Baichuan High-Tech New Materials Co., Ltd.",C26,化学原料及化学制品制造业,江苏省,320000,江阴市,320281,私营企业,P0306,4
2456,欧菲光,8/3/2010,欧菲光集团股份有限公司,"OFILM Group Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2457,青龙管业,8/3/2010,宁夏青龙管业集团股份有限公司,"Ningxia Qinglong Pipes Industry Group Co., Ltd.",C30,非金属矿物制品业,宁夏回族自治区,640000,青铜峡市,640381,私营企业,P0306,4
2458,益生股份,8/10/2010,山东益生种畜禽股份有限公司,"Shandong Yisheng Livestock & Poultry Breeding Co., Ltd.",A03,畜牧业,山东省,370000,烟台市,370600,私营企业,P0306,4
2459,晶澳科技,8/10/2010,晶澳太阳能科技股份有限公司,"JA Solar Technology Co., Ltd.",C38,电气机械及器材制造业,河北省,130000,邢台市,130500,私营企业,P0306,4
2460,赣锋锂业,8/10/2010,江西赣锋锂业集团股份有限公司,"Ganfeng Lithium Group Co., Ltd.",C32,有色金属冶炼及压延加工业,江西省,360000,新余市,360500,私营企业,P0306,4
2461,珠江啤酒,8/18/2010,广州珠江啤酒股份有限公司,"Guangzhou Zhujiang Brewery Co., Ltd.",C15,酒、饮料和精制茶制造业,广东省,440000,广州市,440100,中外合资,P0303,4
2462,嘉事堂,8/18/2010,嘉事堂药业股份有限公司,"Cachet Pharmaceutical Co., Ltd.",F51,批发业,北京市,110000,北京市,110000,国营或国有控股,P0301,4
2463,沪电股份,8/18/2010,沪士电子股份有限公司,"WUS Printed Circuit Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,昆山市,320583,中外合资,P0303,4
2464,众应退,8/31/2010,众应互联科技股份有限公司,"Whole Easy Internet Technology Co., Ltd.",I64,互联网和相关服务,浙江省,330000,龙泉市,331181,私营企业,P0306,4
2465,海格通信,8/31/2010,广州海格通信集团股份有限公司,Guangzhou Haige Communications Group Incorporated Company,C39,计算机、通信和其他电子设备制造业,广东省,440000,广州市,440100,国营或国有控股,P0301,4
2466,天齐锂业,8/31/2010,天齐锂业股份有限公司,Tianqi Lithium Corporation,C32,有色金属冶炼及压延加工业,四川省,510000,遂宁市,510900,私营企业,P0306,4
2467,二六三,9/8/2010,二六三网络通信股份有限公司,Net263 Ltd.,I64,互联网和相关服务,北京市,110000,北京市,110000,私营企业,P0306,4
2468,申通快递,9/8/2010,申通快递股份有限公司,"STO Express Co., Ltd.",G60,邮政业,浙江省,330000,台州市,331000,私营企业,P0306,4
2469,三维化学,9/8/2010,山东三维化学集团股份有限公司,"Shandong Sunway Chemical Group Co., Ltd.",C26,化学原料及化学制品制造业,山东省,370000,淄博市,370300,私营企业,P0306,4
2470,金正大,9/8/2010,金正大生态工程集团股份有限公司,"Kingenta Ecological Engineering Group Co., Ltd.",C26,化学原料及化学制品制造业,山东省,370000,临沂市,371300,私营企业,P0306,4
2471,中超控股,9/10/2010,江苏中超控股股份有限公司,"Jiangsu Zhongchao Holding Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,宜兴市,320282,私营企业,P0306,4
2472,双环传动,9/10/2010,浙江双环传动机械股份有限公司,"Zhejiang Shuanghuan Driveline Co., Ltd.",C34,通用设备制造业,浙江省,330000,玉环市,331083,私营企业,P0306,4
2473,圣莱退,9/10/2010,宁波圣莱达电器股份有限公司,"Ningbo Sunlight Electrical Appliance Co., Ltd.",C38,电气机械及器材制造业,浙江省,330000,宁波市,330200,私营企业,P0306,4
2474,榕基软件,9/15/2010,福建榕基软件股份有限公司,"Fujian Rongji Software Co., Ltd.",I65,软件和信息技术服务业,福建省,350000,福州市,350100,私营企业,P0306,4
2475,立讯精密,9/15/2010,立讯精密工业股份有限公司,"Luxshare Precision Industry Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,中外合资,P0303,4
2476,宝莫股份,9/15/2010,山东宝莫生物化工股份有限公司,"Shandong Polymer Biochemicals Co., Ltd.",C26,化学原料及化学制品制造业,山东省,370000,东营市,370500,私营企业,P0306,4
2477,雏鹰退,9/15/2010,雏鹰农牧集团股份有限公司,"Chuying Agro-Pastoral Group Co., Ltd.",A03,畜牧业,河南省,410000,郑州市,410100,私营企业,P0306,4
2478,常宝股份,9/21/2010,江苏常宝钢管股份有限公司,"Jiangsu Changbao Steel tube Co., Ltd.",C33,金属制品业,江苏省,320000,常州市,320400,私营企业,P0306,4
2479,富春环保,9/21/2010,浙江富春江环保热电股份有限公司,"Zhejiang Fuchunjiang Environmental Thermoelectric Co., Ltd.",D44,电力、热力生产和供应业,浙江省,330000,杭州市,330100,私营企业,P0306,4
2480,新筑股份,9/21/2010,成都市新筑路桥机械股份有限公司,"Chengdu Xinzhu Road and Bridge Machinery Co., Ltd.",C34,通用设备制造业,四川省,510000,成都市,510100,私营企业,P0306,4
2481,双塔食品,9/21/2010,烟台双塔食品股份有限公司,"Yantai Shuangta Food Co., Ltd.",C14,食品制造业,山东省,370000,招远市,370685,国营或国有控股,P0301,4
2482,广田集团,9/29/2010,深圳广田集团股份有限公司,"Shenzhen Grandland Group Co., Ltd.",E50,建筑装饰和其他建筑业,广东省,440000,深圳市,440300,私营企业,P0306,4
2483,润邦股份,9/29/2010,江苏润邦重工股份有限公司,"Jiangsu Rainbow Heavy Industries Co., Ltd.",C34,通用设备制造业,江苏省,320000,南通市,320600,私营企业,P0306,4
2484,江海股份,9/29/2010,南通江海电容器股份有限公司,"Nantong Jianghai Capacitor Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,南通市,320600,私营企业,P0306,4
2485,ST 雪发,10/15/2010,雪松发展股份有限公司,"Cedar Development Co., Ltd.",N78,公共设施管理业,山东省,370000,诸城市,370782,私营企业,P0306,4
2486,嘉麟杰,10/15/2010,上海嘉麟杰纺织品股份有限公司,"Shanghai Challenge Textile Co., Ltd.",C18,纺织服装、服饰业,上海市,310000,上海市,310000,私营企业,P0306,4
2487,大金重工,10/15/2010,大金重工股份有限公司,"Dajin Heavy Industry Co., Ltd.",C33,金属制品业,辽宁省,210000,阜新市,210900,私营企业,P0306,4
2488,金固股份,10/21/2010,浙江金固股份有限公司,"Zhejiang Jingu Co., Ltd.",C36,汽车制造业,浙江省,330000,杭州市,330100,私营企业,P0306,4
2489,浙江永强,10/21/2010,浙江永强集团股份有限公司,"Yotrio Group Co., Ltd.",C21,家具制造业,浙江省,330000,临海市,331082,私营企业,P0306,4
2490,ST 墨龙,10/21/2010,山东墨龙石油机械股份有限公司,Shandong Molong Petroleum Machinery Company Limited,C35,专用设备制造业,山东省,370000,寿光市,370783,中外合资,P0303,4
2491,通鼎互联,10/21/2010,通鼎互联信息股份有限公司,"Tongding Interconnection Information Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2492,恒基达鑫,11/2/2010,珠海恒基达鑫国际化工仓储股份有限公司,"Zhuhai Winbase International Chemical Tank Terminal Co., Ltd.",G59,仓储业,广东省,440000,珠海市,440400,私营企业,P0306,4
2493,荣盛石化,11/2/2010,荣盛石化股份有限公司,"Rongsheng Petrochemical Co., Ltd.",C28,化学纤维制造业,浙江省,330000,杭州市,330100,私营企业,P0306,4
2494,华斯股份,11/2/2010,华斯控股股份有限公司,Huasi Holding Company Limited,C19,皮革、毛皮、羽毛及其制品和制鞋业,河北省,130000,沧州市,130900,私营企业,P0306,4
2495,佳隆股份,11/2/2010,广东佳隆食品股份有限公司,"Guangdong Jialong Foodstuff Co., Ltd.",C14,食品制造业,广东省,440000,普宁市,445281,私营企业,P0306,4
2496,辉丰股份,11/9/2010,江苏辉丰生物农业股份有限公司,"Jiangsu Huifeng Bio-Agriculture Co., Ltd.",C26,化学原料及化学制品制造业,江苏省,320000,盐城市,320900,私营企业,P0306,4
2497,雅化集团,11/9/2010,四川雅化实业集团股份有限公司,"Sichuan Yahua Industrial Group Co., Ltd.",C26,化学原料及化学制品制造业,四川省,510000,雅安市,511800,私营企业,P0306,4
2498,汉缆股份,11/9/2010,青岛汉缆股份有限公司,"Qingdao Hanhe Cable Co., Ltd.",C38,电气机械及器材制造业,山东省,370000,青岛市,370200,私营企业,P0306,4
2499,科林退,11/9/2010,科林环保装备股份有限公司,"Kelin Environmental Protection Equipment, Inc.",D44,电力、热力生产和供应业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2500,山西证券,11/15/2010,山西证券股份有限公司,"Shanxi Securities Co., Ltd.",J67,资本市场服务,山西省,140000,太原市,140100,国营或国有控股,P0301,4
2501,利源股份,11/17/2010,吉林利源精制股份有限公司,"Jilin Liyuan Precision Manufacturing Co., Ltd.",C32,有色金属冶炼及压延加工业,吉林省,220000,辽源市,220400,其他,P0399,4
2502,ST 鼎龙,11/17/2010,鼎龙文化股份有限公司,"Dinglong Culture Co., Ltd.",R86,广播、电视、电影和影视录音制作业,广东省,440000,汕头市,440500,私营企业,P0306,4
2503,*ST 搜特,11/17/2010,搜于特集团股份有限公司,"Souyute Group Co., Ltd.",C18,纺织服装、服饰业,广东省,440000,东莞市,441900,私营企业,P0306,4
2504,*ST 弘高,11/18/2010,北京弘高创意建筑设计股份有限公司,"Beijing Honggao Creative Architectural Design Co., Ltd.",E50,建筑装饰和其他建筑业,北京市,110000,北京市,110000,其他,P0399,4
2505,鹏都农牧,11/18/2010,鹏都农牧股份有限公司,"Pengdu Agriculture & Animal Husbandry Co., Ltd.",F51,批发业,湖南省,430000,长沙市,430100,私营企业,P0306,4
2506,协鑫集成,11/18/2010,协鑫集成科技股份有限公司,"GCL System Integration Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,上海市,310000,上海市,310000,私营企业,P0306,4
2507,涪陵榨菜,11/23/2010,重庆市涪陵榨菜集团股份有限公司,"Chongqing Fuling Zhacai Group Co., Ltd.",C14,食品制造业,重庆市,500000,重庆市,500000,国营或国有控股,P0301,4
2508,老板电器,11/23/2010,杭州老板电器股份有限公司,"Hangzhou Robam Appliances Co., Ltd.",C38,电气机械及器材制造业,浙江省,330000,杭州市,330100,其他,P0399,4
2509,天茂退,11/23/2010,天广中茂股份有限公司,"Tianguang Zhongmao Co., Ltd.",C35,专用设备制造业,福建省,350000,南安市,350583,私营企业,P0306,4
2510,天汽模,11/25/2010,天津汽车模具股份有限公司,"Tianjin Motor Dies Co., Ltd.",C36,汽车制造业,天津市,120000,天津市,120000,私营企业,P0306,4
2511,中顺洁柔,11/25/2010,中顺洁柔纸业股份有限公司,"C&S Paper Co., Ltd.",C22,造纸及纸制品业,广东省,440000,中山市,442000,中外合资,P0303,4
2512,达华智能,12/3/2010,福州达华智能科技股份有限公司,"Tatwah Smartech Co., Ltd.",C39,计算机、通信和其他电子设备制造业,福建省,350000,福州市,350100,私营企业,P0306,4
2513,蓝丰生化,12/3/2010,江苏蓝丰生物化工股份有限公司,"Jiangsu Lanfeng Bio-chemical Co., Ltd.",C26,化学原料及化学制品制造业,江苏省,320000,新沂市,320381,私营企业,P0306,4
2514,宝馨科技,12/3/2010,江苏宝馨科技股份有限公司,"Jiangsu Boamax Technologies Group Co., Ltd.",C33,金属制品业,江苏省,320000,泰州市,321200,中外合资,P0303,4
2515,金字火腿,12/3/2010,金字火腿股份有限公司,"Jinzi Ham Co., Ltd.",C13,农副食品加工业,浙江省,330000,金华市,330700,私营企业,P0306,4
2516,旷达科技,12/7/2010,旷达科技集团股份有限公司,"Kuangda Technology Group Co., Ltd.",C17,纺织业,江苏省,320000,常州市,320400,私营企业,P0306,4
2517,恺英网络,12/7/2010,恺英网络股份有限公司,"Kingnet Network Co., Ltd.",I64,互联网和相关服务,福建省,350000,泉州市,350500,私营企业,P0306,4
2518,科士达,12/7/2010,深圳科士达科技股份有限公司,"Shenzhen Kstar Science and Technology Co., Ltd.",C38,电气机械及器材制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2519,银河电子,12/7/2010,江苏银河电子股份有限公司,"Jiangsu Yinhe Electronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,张家港市,320582,私营企业,P0306,4
2520,日发精机,12/10/2010,浙江日发精密机械股份有限公司,"Zhejiang Rifa Precision Machinery Co., Ltd.",C34,通用设备制造业,浙江省,330000,绍兴市,330600,私营企业,P0306,4
2521,齐峰新材,12/10/2010,齐峰新材料股份有限公司,"Qifeng New Material Co., Ltd.",C22,造纸及纸制品业,山东省,370000,淄博市,370300,私营企业,P0306,4
2522,浙江众成,12/10/2010,浙江众成包装材料股份有限公司,"Zhejiang Zhongcheng Packing Material Co., Ltd.",C29,橡胶和塑料制品业,浙江省,330000,嘉兴市,330400,私营企业,P0306,4
2523,天桥起重,12/10/2010,株洲天桥起重机股份有限公司,"Zhuzhou Tianqiao Crane Co., Ltd.",C34,通用设备制造业,湖南省,430000,株洲市,430200,国营或国有控股,P0301,4
2524,光正眼科,12/17/2010,光正眼科医院集团股份有限公司,"Guangzheng Eye Hospital Group Co., Ltd",Q83,卫生,新疆维吾尔自治区,650000,乌鲁木齐市,650100,私营企业,P0306,4
2526,山东矿机,12/17/2010,山东矿机集团股份有限公司,"Shandong Mining Machinery Group Co., Ltd.",C35,专用设备制造业,山东省,370000,潍坊市,370700,私营企业,P0306,4
2527,新时达,12/24/2010,上海新时达电气股份有限公司,"Shanghai STEP Electric Corporation Co., Ltd.",C38,电气机械及器材制造业,上海市,310000,上海市,310000,私营企业,P0306,4
2528,ST 英飞拓,12/24/2010,深圳英飞拓科技股份有限公司,Shenzhen Infinova Limited,C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,外商独资,P0304,4
2529,海源复材,12/24/2010,江西海源复合材料科技股份有限公司,"Jiangxi Haiyuan Composites Technology Co., Ltd.",C34,通用设备制造业,江西省,360000,新余市,360500,私营企业,P0306,4
2530,金财互联,12/31/2010,金财互联控股股份有限公司,JC Finance & Tax Interconnect Holdings Ltd.,I64,互联网和相关服务,江苏省,320000,盐城市,320900,中外合资,P0303,4
2531,天顺风能,12/31/2010,天顺风能(苏州)股份有限公司,"Titan Wind Energy (Suzhou) Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,苏州市,320500,中外合资,P0303,4
2532,天山铝业,12/31/2010,天山铝业集团股份有限公司,"Tianshan Aluminum Group Co., Ltd.",C32,有色金属冶炼及压延加工业,浙江省,330000,温岭市,331081,私营企业,P0306,4
2533,金杯电工,12/31/2010,金杯电工股份有限公司,"Goldcup Electric Apparatus Co., Ltd.",C38,电气机械及器材制造业,湖南省,430000,长沙市,430100,私营企业,P0306,4
2534,西子洁能,1/10/2011,西子清洁能源装备制造股份有限公司,"Xizi Clean Energy Equipment Manufacturing Co., Ltd.",C34,通用设备制造业,浙江省,330000,杭州市,330100,私营企业,P0306,4
2535,林州重机,1/11/2011,林州重机集团股份有限公司,"Linzhou Heavy Machinery Group Co., Ltd.",C35,专用设备制造业,河南省,410000,林州市,410581,私营企业,P0306,4
2536,飞龙股份,1/11/2011,飞龙汽车部件股份有限公司,"Feilong Auto Components Co., Ltd.",C36,汽车制造业,河南省,410000,南阳市,411300,私营企业,P0306,4
2537,海联金汇,1/10/2011,海联金汇科技股份有限公司,"HyUnion Holding Co., Ltd.",C34,通用设备制造业,山东省,370000,青岛市,370200,私营企业,P0306,4
2538,司尔特,1/18/2011,安徽省司尔特肥业股份有限公司,"Anhui Sierte Fertilizer Industry Ltd., Company",C26,化学原料及化学制品制造业,安徽省,340000,宁国市,341881,私营企业,P0306,4
2539,云图控股,1/18/2011,成都云图控股股份有限公司,"Chengdu Wintrue Holding Co., Ltd.",C26,化学原料及化学制品制造业,四川省,510000,成都市,510100,私营企业,P0306,4
2540,亚太科技,1/18/2011,江苏亚太轻合金科技股份有限公司,"Jiangsu Asia-Pacific Light Alloy Technology Co., Ltd.",C32,有色金属冶炼及压延加工业,江苏省,320000,无锡市,320200,私营企业,P0306,4
2541,鸿路钢构,1/18/2011,安徽鸿路钢结构(集团)股份有限公司,"Anhui Honglu Steel Construction (Group) Co., Ltd.",C33,金属制品业,安徽省,340000,合肥市,340100,私营企业,P0306,4
2542,中化岩土,1/28/2011,中化岩土集团股份有限公司,"China Zhonghua Geotechnical Engineering Group Co., Ltd.",E48,土木工程建筑业,北京市,110000,北京市,110000,私营企业,P0306,4
2543,万和电气,1/28/2011,广东万和新电气股份有限公司,"Guangdong Vanward New Electric Co., Ltd.",C38,电气机械及器材制造业,广东省,440000,佛山市,440600,私营企业,P0306,4
2544,普天科技,1/28/2011,中电科普天科技股份有限公司,"CETC Potevio Science&Technology Co., Ltd.",I65,软件和信息技术服务业,广东省,440000,广州市,440100,国营或国有控股,P0301,4
2545,东方铁塔,2/11/2011,青岛东方铁塔股份有限公司,"Qingdao East Steel Tower Stock Co., Ltd.",C33,金属制品业,山东省,370000,胶州市,370281,私营企业,P0306,4
2546,新联电子,2/11/2011,南京新联电子股份有限公司,"Nanjing Xinlian Electronics Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,南京市,320100,私营企业,P0306,4
2547,春兴精工,2/18/2011,苏州春兴精工股份有限公司,"Suzhou Chunxing Precision Mechanical Co., Ltd.",C33,金属制品业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2548,金新农,2/18/2011,深圳市金新农科技股份有限公司,"Shenzhen Kingsino Technology Co., Ltd.",C13,农副食品加工业,广东省,440000,深圳市,440300,私营企业,P0306,4
2549,凯美特气,2/18/2011,湖南凯美特气体股份有限公司,"Hunan Kaimeite Gases Co., Ltd.",N77,生态保护和环境治理业,湖南省,430000,岳阳市,430600,中外合资,P0303,4
2550,千红制药,2/18/2011,常州千红生化制药股份有限公司,"Changzhou Qianhong Bio-pharma Co., Ltd.",C27,医药制造业,江苏省,320000,常州市,320400,私营企业,P0306,4
2551,尚荣医疗,2/25/2011,深圳市尚荣医疗股份有限公司,"Shenzhen Glory Medical Co., Ltd.",C35,专用设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2552,宝鼎科技,2/25/2011,宝鼎科技股份有限公司,"Baoding Technology Co., Ltd.",C34,通用设备制造业,浙江省,330000,杭州市,330100,私营企业,P0306,4
2553,南方精工,2/25/2011,江苏南方精工股份有限公司,"Jiangsu Nanfang Precision Co., Ltd.",C34,通用设备制造业,江苏省,320000,常州市,320400,私营企业,P0306,4
2554,惠博普,2/25/2011,华油惠博普科技股份有限公司,"China Oil HBP Science & Technology Co., Ltd.",B11,开采辅助活动,湖南省,430000,长沙市,430100,私营企业,P0306,4
2555,三七互娱,3/2/2011,三七互娱网络科技集团股份有限公司,"37 Interactive Entertainment Network Technology Group Co., Ltd.",I64,互联网和相关服务,安徽省,340000,芜湖市,340200,私营企业,P0306,4
2556,辉隆股份,3/2/2011,安徽辉隆农资集团股份有限公司,"Anhui Huilong Agricultural Means of Production Co., Ltd.",F52,零售业,安徽省,340000,合肥市,340100,集体企业,P0305,4
2557,洽洽食品,3/2/2011,洽洽食品股份有限公司,"Chacha Food Co., Ltd.",C13,农副食品加工业,安徽省,340000,合肥市,340100,私营企业,P0306,4
2558,巨人网络,3/2/2011,巨人网络集团股份有限公司,"Giant Network Group Co., Ltd.",I64,互联网和相关服务,重庆市,500000,重庆市,500000,私营企业,P0306,4
2559,亚威股份,3/3/2011,江苏亚威机床股份有限公司,"Jiangsu Yawei Machine Tool Co., Ltd.",C34,通用设备制造业,江苏省,320000,扬州市,321000,私营企业,P0306,4
2560,通达股份,3/3/2011,河南通达电缆股份有限公司,"Henan Tong-Da Cable Co., Ltd.",C38,电气机械及器材制造业,河南省,410000,偃师市,410381,私营企业,P0306,4
2561,徐家汇,3/3/2011,上海徐家汇商城股份有限公司,"Shanghai Xujiahui Commercial Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,国营或国有控股,P0301,4
2562,兄弟科技,3/10/2011,兄弟科技股份有限公司,"Brother Enterprises Holding Co., Ltd.",C27,医药制造业,浙江省,330000,海宁市,330481,私营企业,P0306,4
2563,森马服饰,3/11/2011,浙江森马服饰股份有限公司,"Zhejiang Semir Garment Co., Ltd.",C18,纺织服装、服饰业,浙江省,330000,温州市,330300,私营企业,P0306,4
2564,*ST 天沃,3/10/2011,苏州天沃科技股份有限公司,"Suzhou Thvow Technology Co., Ltd.",E48,土木工程建筑业,江苏省,320000,张家港市,320582,私营企业,P0306,4
2565,顺灏股份,3/18/2011,上海顺灏新材料科技股份有限公司,"Shanghai Shunho New Materials Technology Co., Ltd.",C22,造纸及纸制品业,上海市,310000,上海市,310000,中外合资,P0303,4
2566,益盛药业,3/18/2011,吉林省集安益盛药业股份有限公司,"Jilin Ji'an Yisheng Pharmaceutical Co., Ltd.",C27,医药制造业,吉林省,220000,集安市,220582,私营企业,P0306,4
2567,唐人神,3/25/2011,唐人神集团股份有限公司,"Tangrenshen Group Co., Ltd.",C13,农副食品加工业,湖南省,430000,株洲市,430200,中外合资,P0303,4
2568,百润股份,3/25/2011,上海百润投资控股集团股份有限公司,"Shanghai Bairun Investment Holding Group Co., Ltd.",C15,酒、饮料和精制茶制造业,上海市,310000,上海市,310000,私营企业,P0306,4
2569,ST 步森,4/12/2011,浙江步森服饰股份有限公司,"Zhejiang Busen Garments Co., Ltd.",C18,纺织服装、服饰业,浙江省,330000,诸暨市,330681,私营企业,P0306,4
2570,贝因美,4/12/2011,贝因美股份有限公司,"Beingmate Co., Ltd.",C14,食品制造业,浙江省,330000,杭州市,330100,中外合资,P0303,4
2571,德力股份,4/12/2011,安徽德力日用玻璃股份有限公司,"Anhui Deli Household Glass Co., Ltd.",C30,非金属矿物制品业,安徽省,340000,滁州市,341100,私营企业,P0306,4
2572,索菲亚,4/12/2011,索菲亚家居股份有限公司,"Suofeiya Home Collection Co., Ltd.",C21,家具制造业,广东省,440000,广州市,440100,私营企业,P0306,4
2573,清新环境,4/22/2011,北京清新环境技术股份有限公司,"Beijing SPC Environment Protection Tech Co., Ltd.",N77,生态保护和环境治理业,北京市,110000,北京市,110000,私营企业,P0306,4
2574,明牌珠宝,4/22/2011,浙江明牌珠宝股份有限公司,"Zhejiang Ming Jewelry Co., Ltd.",C24,文教、工美、体育和娱乐用品制造业,浙江省,330000,绍兴市,330600,私营企业,P0306,4
2575,群兴玩具,4/22/2011,广东群兴玩具股份有限公司,"Guangdong Qunxing Toys Joint-Stock Co., Ltd.",C24,文教、工美、体育和娱乐用品制造业,广东省,440000,汕头市,440500,私营企业,P0306,4
2576,通达动力,4/28/2011,江苏通达动力科技股份有限公司,"Jiangsu Tongda Power Technology Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,南通市,320600,私营企业,P0306,4
2577,雷柏科技,4/28/2011,深圳雷柏科技股份有限公司,"Shenzhen Rapoo Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,中外合资,P0303,4
2578,闽发铝业,4/28/2011,福建省闽发铝业股份有限公司,Fujian Minfa Aluminum Inc.,C32,有色金属冶炼及压延加工业,福建省,350000,南安市,350583,私营企业,P0306,4
2579,中京电子,5/6/2011,惠州中京电子科技股份有限公司,"Huizhou China Eagle Electronic Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,惠州市,441300,私营企业,P0306,4
2580,圣阳股份,5/6/2011,山东圣阳电源股份有限公司,"Shandong Sacred Sun Power Sources Co., Ltd.",C38,电气机械及器材制造业,山东省,370000,曲阜市,370881,私营企业,P0306,4
2581,未名医药,5/20/2011,山东未名生物医药股份有限公司,"Shandong Sinobioway Biomedicine Co., Ltd.",C27,医药制造业,山东省,370000,淄博市,370300,私营企业,P0306,4
2582,好想你,5/20/2011,好想你健康食品股份有限公司,"Haoxiangni Health Food Co., Ltd.",C13,农副食品加工业,河南省,410000,新郑市,410184,私营企业,P0306,4
2583,海能达,5/27/2011,海能达通信股份有限公司,"Hytera Communications Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2584,西陇科学,6/2/2011,西陇科学股份有限公司,"Xilong Scientific Co., Ltd.",C26,化学原料及化学制品制造业,广东省,440000,汕头市,440500,私营企业,P0306,4
2585,双星新材,6/2/2011,江苏双星彩塑新材料股份有限公司,"Jiangsu Shuangxing Color Plastic New Materials Co., Ltd.",C29,橡胶和塑料制品业,江苏省,320000,宿迁市,321300,私营企业,P0306,4
2586,*ST 围海,6/2/2011,浙江省围海建设集团股份有限公司,"Zhejiang Reclaim Construction Group Co, Ltd.",E48,土木工程建筑业,浙江省,330000,宁波市,330200,私营企业,P0306,4
2587,奥拓电子,6/10/2011,深圳市奥拓电子股份有限公司,"Shenzhen AOTO Electronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2588,史丹利,6/10/2011,史丹利农业集团股份有限公司,"Stanley Agricultural Group Co., Ltd.",C26,化学原料及化学制品制造业,山东省,370000,临沂市,371300,私营企业,P0306,4
2589,瑞康医药,6/10/2011,瑞康医药集团股份有限公司,"Realcan Pharmaceutical Group Co., Ltd.",F51,批发业,山东省,370000,烟台市,370600,中外合资,P0303,4
2590,万安科技,6/10/2011,浙江万安科技股份有限公司,"Zhejiang VIE Science & Technology Co., Ltd.",C36,汽车制造业,浙江省,330000,诸暨市,330681,私营企业,P0306,4
2591,恒大高新,6/21/2011,江西恒大高新技术股份有限公司,"Jiangxi Hengda Hi-Tech Co., Ltd.",C26,化学原料及化学制品制造业,江西省,360000,南昌市,360100,私营企业,P0306,4
2592,ST 八菱,11/11/2011,南宁八菱科技股份有限公司,"Nanning Baling Technology Co., Ltd.",C36,汽车制造业,广西壮族自治区,450000,南宁市,450100,私营企业,P0306,4
