Stkcd,Stknme,Listdt,Conme,Conme_en,Nnindcd,Nnindnme,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Markettype
688360,德马科技,6/2/2020,德马科技集团股份有限公司,"Damon Technology Group Co., Ltd.",C34,通用设备制造业,浙江省,330000,湖州市,330500,私营企业,P0306,32
688361,中科飞测,5/19/2023,深圳中科飞测科技股份有限公司,"Skyverse Technology Co., Ltd.",C35,专用设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,32
688362,甬矽电子,11/16/2022,甬矽电子(宁波)股份有限公司,"Forehope Electronic (Ningbo) Co., Ltd.",C39,计算机、通信和其他电子设备制造业,浙江省,330000,余姚市,330281,私营企业,P0306,32
688363,华熙生物,11/6/2019,华熙生物科技股份有限公司,Bloomage Biotechnology Corporation Limited,C27,医药制造业,山东省,370000,济南市,370100,中外合资,P0303,32
688365,光云科技,4/29/2020,杭州光云科技股份有限公司,"Hangzhou Raycloud Technology Co., Ltd.",I65,软件和信息技术服务业,浙江省,330000,杭州市,330100,私营企业,P0306,32
688366,昊海生科,10/30/2019,上海昊海生物科技股份有限公司,"Shanghai Haohai Biological Technology Co., Ltd.",C27,医药制造业,上海市,310000,上海市,310000,私营企业,P0306,32
688367,工大高科,6/28/2021,合肥工大高科信息科技股份有限公司,"Hefei Gocom Information Technology Co., Ltd.",C37,铁路、船舶、航空航天和其它运输设备制造业,安徽省,340000,合肥市,340100,私营企业,P0306,32
688368,晶丰明源,10/14/2019,上海晶丰明源半导体股份有限公司,"Shanghai Bright Power Semiconductor Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,私营企业,P0306,32
688369,致远互联,10/31/2019,北京致远互联软件股份有限公司,Beijing Seeyon Internet Software Corp.,I65,软件和信息技术服务业,北京市,110000,北京市,110000,私营企业,P0306,32
688370,丛麟科技,8/25/2022,上海丛麟环保科技股份有限公司,"Shanghai Conglin Environmental Protection Technology Co., Ltd.",N77,生态保护和环境治理业,上海市,310000,上海市,310000,中外合资,P0303,32
688371,菲沃泰,8/2/2022,江苏菲沃泰纳米科技股份有限公司,"Jiangsu Favored Nanotechnology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,无锡市,320200,中外合资,P0303,32
688372,伟测科技,10/26/2022,上海伟测半导体科技股份有限公司,"Shanghai V-test Semiconductor Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,上海市,310000,上海市,310000,私营企业,P0306,32
688373,盟科药业,8/5/2022,上海盟科药业股份有限公司,"Shanghai MicuRx Pharmaceutical Co., Ltd.",C27,医药制造业,上海市,310000,上海市,310000,中外合资,P0303,32
688375,国博电子,7/22/2022,南京国博电子股份有限公司,"Guobo Electronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,南京市,320100,国营或国有控股,P0301,32
688376,美埃科技,11/18/2022,美埃(中国)环境科技股份有限公司,"MayAir Technology (China) Co., Ltd.",C35,专用设备制造业,江苏省,320000,南京市,320100,中外合资,P0303,32
688377,迪威尔,7/8/2020,南京迪威尔高端制造股份有限公司,"Nanjing Develop Advanced Manufacturing Co., Ltd.",C35,专用设备制造业,江苏省,320000,南京市,320100,私营企业,P0306,32
688378,奥来德,9/3/2020,吉林奥来德光电材料股份有限公司,"Jilin Optical and Electronic Materials Co., Ltd.",C35,专用设备制造业,吉林省,220000,长春市,220100,中外合资,P0303,32
688379,华光新材,8/19/2020,杭州华光焊接新材料股份有限公司,"Hangzhou Huaguang Welding New Material Co., Ltd.",C33,金属制品业,浙江省,330000,杭州市,330100,私营企业,P0306,32
688380,中微半导,8/5/2022,中微半导体(深圳)股份有限公司,"Shenzhen China Micro Semicon Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,中外合资,P0303,32
688381,帝奥微,8/23/2022,江苏帝奥微电子股份有限公司,"Dioo Microcircuits Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,南通市,320600,中外合资,P0303,32
688382,益方生物,7/25/2022,益方生物科技(上海)股份有限公司,"InventisBio Co., Ltd.",C27,医药制造业,上海市,310000,上海市,310000,中外合资,P0303,32
688383,新益昌,4/28/2021,深圳新益昌科技股份有限公司,"Shenzhen Xinyichang Technology Co., Ltd.",C35,专用设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,32
688385,复旦微电,8/4/2021,上海复旦微电子集团股份有限公司,Shanghai Fudan Microelectronics Group Company Limited,C39,计算机、通信和其他电子设备制造业,上海市,310000,上海市,310000,私营企业,P0306,32
688386,泛亚微透,10/16/2020,江苏泛亚微透科技股份有限公司,Pan Asian Microvent Tech (Jiangsu) Corporation,C29,橡胶和塑料制品业,江苏省,320000,常州市,320400,私营企业,P0306,32
688387,信科移动,9/26/2022,中信科移动通信技术股份有限公司,"CICT Mobile Communication Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,湖北省,420000,武汉市,420100,国营或国有控股,P0301,32
688388,嘉元科技,7/22/2019,广东嘉元科技股份有限公司,"Guangdong Jiayuan Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,梅州市,441400,私营企业,P0306,32
688389,普门科技,11/5/2019,深圳普门科技股份有限公司,"Shenzhen Lifotronic Technology Co., Ltd.",C35,专用设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,32
688390,固德威,9/4/2020,固德威技术股份有限公司,"GoodWe Technologies Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,苏州市,320500,私营企业,P0306,32
688391,钜泉科技,9/13/2022,钜泉光电科技(上海)股份有限公司,"HiTrend Technology (Shanghai) Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,中外合资,P0303,32
688392,骄成超声,9/27/2022,上海骄成超声波技术股份有限公司,"SBT Ultrasonic Technology Co., Ltd.",C35,专用设备制造业,上海市,310000,上海市,310000,私营企业,P0306,32
688393,安必平,8/20/2020,广州安必平医药科技股份有限公司,"Guangzhou LBP Medical Technology Co., Ltd.",C27,医药制造业,广东省,440000,广州市,440100,私营企业,P0306,32
688395,正弦电气,4/29/2021,深圳市正弦电气股份有限公司,"Shenzhen Sine Electric Co., Ltd.",C38,电气机械及器材制造业,广东省,440000,深圳市,440300,私营企业,P0306,32
688396,华润微,2/27/2020,华润微电子有限公司,CSMC Technologies Corporation,C39,计算机、通信和其他电子设备制造业,开曼群岛,136,开曼群岛,136,国营或国有控股,P0301,32
688398,赛特新材,2/11/2020,福建赛特新材股份有限公司,"Fujian SuperTech Advanced Material Co., Ltd.",C30,非金属矿物制品业,福建省,350000,龙岩市,350800,私营企业,P0306,32
688399,硕世生物,12/5/2019,江苏硕世生物科技股份有限公司,"Jiangsu Bioperfectus Technologies Co., Ltd.",C27,医药制造业,江苏省,320000,泰州市,321200,私营企业,P0306,32
688400,凌云光,7/6/2022,凌云光技术股份有限公司,"Luster LighTech Co., Ltd.",C35,专用设备制造业,北京市,110000,北京市,110000,私营企业,P0306,32
688401,路维光电,8/17/2022,深圳市路维光电股份有限公司,"Shenzhen Newway Photomask Making Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,32
688403,汇成股份,8/18/2022,合肥新汇成微电子股份有限公司,"Union Semiconductor (Hefei) Co., Ltd.",C39,计算机、通信和其他电子设备制造业,安徽省,340000,合肥市,340100,中外合资,P0303,32
688408,中信博,8/28/2020,江苏中信博新能源科技股份有限公司,"Arctech Solar Holding Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,昆山市,320583,私营企业,P0306,32
688409,富创精密,10/10/2022,沈阳富创精密设备股份有限公司,"Shenyang Fortune Precision Equipment Co., Ltd.",C34,通用设备制造业,辽宁省,210000,沈阳市,210100,私营企业,P0306,32
688410,山外山,12/26/2022,重庆山外山血液净化技术股份有限公司,"SWS Hemodialysis Care Co., Ltd.",C35,专用设备制造业,重庆市,500000,重庆市,500000,私营企业,P0306,32
688416,恒烁股份,8/29/2022,恒烁半导体(合肥)股份有限公司,"Zbit Semiconductor (Hefei) Co., Ltd.",C39,计算机、通信和其他电子设备制造业,安徽省,340000,合肥市,340100,中外合资,P0303,32
688418,震有科技,7/22/2020,深圳震有科技股份有限公司,"Genew Technologies Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,32
688419,耐科装备,11/7/2022,安徽耐科装备科技股份有限公司,"Nextool Technology Co., Ltd.",C35,专用设备制造业,安徽省,340000,铜陵市,340700,私营企业,P0306,32
688420,美腾科技,12/9/2022,天津美腾科技股份有限公司,"Tianjin Meiteng Technology Co., Ltd.",C35,专用设备制造业,天津市,120000,天津市,120000,私营企业,P0306,32
688425,铁建重工,6/22/2021,中国铁建重工集团股份有限公司,China Railway Construction Heavy Industry Corporation Limited,C35,专用设备制造业,湖南省,430000,长沙市,430100,国营或国有控股,P0301,32
688426,康为世纪,10/25/2022,江苏康为世纪生物科技股份有限公司,"Jiangsu CoWin Biotech Co., Ltd.",C27,医药制造业,江苏省,320000,泰州市,321200,私营企业,P0306,32
688428,诺诚健华,9/21/2022,诺诚健华医药有限公司,InnoCare Pharma Limited,C27,医药制造业,开曼群岛,136,开曼群岛,136,外商独资,P0304,32
688429,时创能源,6/29/2023,常州时创能源股份有限公司,"Changzhou Shichuang Energy Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,溧阳市,320481,私营企业,P0306,32
688432,有研硅,11/10/2022,有研半导体硅材料股份公司,"GRINM Semiconductor Materials Co., Ltd.",C39,计算机、通信和其他电子设备制造业,北京市,110000,北京市,110000,中外合资,P0303,32
688433,华曙高科,4/17/2023,湖南华曙高科技股份有限公司,"Farsoon Technologies Co., Ltd.",C34,通用设备制造业,湖南省,430000,长沙市,430100,私营企业,P0306,32
688435,英方软件,1/19/2023,上海英方软件股份有限公司,Shanghai Infomation2 Software Inc.,I65,软件和信息技术服务业,上海市,310000,上海市,310000,私营企业,P0306,32
688439,振华风光,8/26/2022,贵州振华风光半导体股份有限公司,"Guizhou Zhenhua Fengguang Semiconductor Co., Ltd.",C39,计算机、通信和其他电子设备制造业,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,32
688443,智翔金泰,6/20/2023,重庆智翔金泰生物制药股份有限公司,"Chongqing Genrix Biopharmaceutical Co., Ltd.",C27,医药制造业,重庆市,500000,重庆市,500000,私营企业,P0306,32
688448,磁谷科技,9/21/2022,南京磁谷科技股份有限公司,"Nanjing CIGU Technology Corp., Ltd.",C34,通用设备制造业,江苏省,320000,南京市,320100,私营企业,P0306,32
688450,光格科技,7/24/2023,苏州光格科技股份有限公司,"Suzhou Guangge Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,苏州市,320500,私营企业,P0306,32
688455,科捷智能,9/15/2022,科捷智能科技股份有限公司,"Kengic Intelligent Technology Co., Ltd.",C34,通用设备制造业,山东省,370000,青岛市,370200,私营企业,P0306,32
688456,有研粉材,3/17/2021,有研粉末新材料股份有限公司,"GRIPM Advanced Materials Co., Ltd.",C33,金属制品业,北京市,110000,北京市,110000,国营或国有控股,P0301,32
688458,美芯晟,5/22/2023,美芯晟科技(北京)股份有限公司,Maxic Technology Corporation,C39,计算机、通信和其他电子设备制造业,北京市,110000,北京市,110000,中外合资,P0303,32
688459,哈铁科技,10/12/2022,哈尔滨国铁科技集团股份有限公司,China Railway Harbin Group of Technology Corporation,C37,铁路、船舶、航空航天和其它运输设备制造业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,32
688466,金科环境,5/8/2020,金科环境股份有限公司,"GreenTech Environmental Co., Ltd.",N77,生态保护和环境治理业,北京市,110000,北京市,110000,中外合资,P0303,32
688468,科美诊断,4/9/2021,科美诊断技术股份有限公司,"Chemclin Diagnostics Co., Ltd.",C27,医药制造业,北京市,110000,北京市,110000,中外合资,P0303,32
688469,芯联集成,5/10/2023,芯联集成电路制造股份有限公司,"United Nova Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,浙江省,330000,绍兴市,330600,中外合资,P0303,32
688472,阿特斯,6/9/2023,阿特斯阳光电力集团股份有限公司,Canadian Solar Inc.,C38,电气机械及器材制造业,江苏省,320000,苏州市,320500,中外合资,P0303,32
688475,萤石网络,12/28/2022,杭州萤石网络股份有限公司,"Hangzhou Ezviz Network Co., Ltd.",C39,计算机、通信和其他电子设备制造业,浙江省,330000,杭州市,330100,国营或国有控股,P0301,32
688478,晶升股份,4/24/2023,南京晶升装备股份有限公司,"Crystal Growth & Energy Equipment Co., Ltd.",C35,专用设备制造业,江苏省,320000,南京市,320100,私营企业,P0306,32
688479,友车科技,5/11/2023,用友汽车信息科技(上海)股份有限公司,"Yonyou Auto Information Technology (Shanghai) Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,私营企业,P0306,32
688480,赛恩斯,11/25/2022,赛恩斯环保股份有限公司,"Science Environmental Protection Co., Ltd.",N77,生态保护和环境治理业,湖南省,430000,长沙市,430100,私营企业,P0306,32
688484,南芯科技,4/7/2023,上海南芯半导体科技股份有限公司,"Southchip Semiconductor Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,上海市,310000,上海市,310000,私营企业,P0306,32
688485,九州一轨,1/18/2023,北京九州一轨环境科技股份有限公司,"Beijing Jiuzhou Yigui Environment Technology Co., Ltd.",N77,生态保护和环境治理业,北京市,110000,北京市,110000,国营或国有控股,P0301,32
688486,龙迅股份,2/21/2023,龙迅半导体(合肥)股份有限公司,Lontium Semiconductor Corporation,C39,计算机、通信和其他电子设备制造业,安徽省,340000,合肥市,340100,中外合资,P0303,32
688488,艾迪药业,7/20/2020,江苏艾迪药业股份有限公司,"Jiangsu Aidea Pharmaceutical Co., Ltd.",C41,其他制造业,江苏省,320000,扬州市,321000,中外合资,P0303,32
688489,三未信安,12/2/2022,三未信安科技股份有限公司,"Sansec Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,北京市,110000,北京市,110000,私营企业,P0306,32
688496,清越科技,12/28/2022,苏州清越光电科技股份有限公司,"Suzhou Qingyue Photoelectric Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,昆山市,320583,中外合资,P0303,32
688498,源杰科技,12/21/2022,陕西源杰半导体科技股份有限公司,"Yuanjie Semiconductor Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,陕西省,610000,西安市,610100,中外合资,P0303,32
688499,利元亨,7/1/2021,广东利元亨智能装备股份有限公司,"Guangdong Lyric Robot Automation Co., Ltd.",C35,专用设备制造业,广东省,440000,惠州市,441300,私营企业,P0306,32
688500,慧辰股份,7/16/2020,北京慧辰资道资讯股份有限公司,"HCR Co., Ltd.",I65,软件和信息技术服务业,北京市,110000,北京市,110000,私营企业,P0306,32
688501,青达环保,7/16/2021,青岛达能环保设备股份有限公司,Qingdao Daneng Environmental Protection Equipment Incorporated Company,C35,专用设备制造业,山东省,370000,青岛市,370200,私营企业,P0306,32
688502,茂莱光学,3/9/2023,南京茂莱光学科技股份有限公司,"Nanjing Maolai Optical Technology Co., Ltd.",C40,仪器仪表制造业,江苏省,320000,南京市,320100,私营企业,P0306,32
688503,聚和材料,12/9/2022,常州聚和新材料股份有限公司,"Changzhou Fusion New Material Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,常州市,320400,中外合资,P0303,32
688505,复旦张江,6/19/2020,上海复旦张江生物医药股份有限公司,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",C27,医药制造业,上海市,310000,上海市,310000,中外合资,P0303,32
688506,百利天恒,1/6/2023,四川百利天恒药业股份有限公司,"Sichuan Biokin Pharmaceutical Co., Ltd.",C27,医药制造业,四川省,510000,成都市,510100,中外合资,P0303,32
