danjia,area,floor,hall,room,school,chaoxiang,year,subway,district,city
67816,87,中层,2,2,1,南北向,2004,0,思明,厦门
47060,75,低层,2,2,0,南北向,1997,0,思明,厦门
69525,86,高层,2,2,1,其他,2011,0,思明,厦门
29268,82,低层,2,2,0,南北向,2013,0,岛外,厦门
29827,87,中层,2,2,1,南北向,2005,0,岛外,厦门
42553,94,中层,2,2,1,南北向,2013,0,岛外,厦门
29161,80,中层,2,2,0,南北向,2002,0,岛外,厦门
42340,94,中层,2,2,0,其他,2007,0,岛外,厦门
30631,78,中层,2,2,0,南北向,2004,0,岛外,厦门
56033,80,中层,2,2,1,南北向,2005,0,思明,厦门
52941,68,高层,2,2,0,南北向,1999,0,思明,厦门
46739,92,中层,2,2,0,其他,1998,0,思明,厦门
56923,65,低层,2,2,0,南北向,2000,0,思明,厦门
56923,65,中层,2,2,0,南北向,2000,0,思明,厦门
63462,52,高层,2,2,0,南北向,1988,0,思明,厦门
47727,70,中层,2,2,1,南北向,2000,0,湖里,厦门
60000,70,低层,2,2,0,南北向,1991,0,思明,厦门
39733,75,高层,2,2,0,南北向,2010,0,湖里,厦门
46087,46,中层,2,2,0,南北向,2010,0,湖里,厦门
51818,55,低层,2,2,0,南北向,2010,0,湖里,厦门
34868,76,中层,2,2,0,南北向,2000,0,湖里,厦门
51818,55,中层,2,2,0,南北向,2010,0,湖里,厦门
66604,53,中层,2,2,0,南北向,1994,0,思明,厦门
53542,68,高层,2,2,0,南北向,1999,0,思明,厦门
56250,80,中层,2,2,0,南北向,1999,0,思明,厦门
39029,82,高层,2,2,1,南向,2014,0,岛外,厦门
33784,74,中层,2,2,1,南北向,2015,0,岛外,厦门
19091,110,低层,2,2,0,南北向,2000,0,岛外,厦门
25287,87,低层,2,2,0,南北向,2007,0,岛外,厦门
53611,72,低层,2,2,1,南北向,1990,0,思明,厦门
51205,60,高层,2,2,0,其他,2000,0,思明,厦门
34581,91,低层,2,2,0,南向,2002,0,岛外,厦门
31476,86,高层,2,2,0,南向,2000,0,岛外,厦门
44217,90,低层,2,2,1,南北向,2013,0,岛外,厦门
42778,90,低层,2,2,0,南北向,2009,0,岛外,厦门
48077,89,高层,2,2,1,其他,2013,0,岛外,厦门
31601,92,低层,2,2,1,南北向,2004,0,岛外,厦门
42900,100,中层,2,2,0,南北向,2008,0,岛外,厦门
48466,95,低层,2,2,0,南北向,2007,0,岛外,厦门
28575,72,中层,2,2,0,南北向,2013,0,岛外,厦门
30354,89,高层,2,2,0,南北向,2010,0,岛外,厦门
29260,85,中层,2,2,0,南北向,2013,0,岛外,厦门
86420,81,低层,2,2,0,南北向,2011,0,湖里,厦门
86420,81,低层,2,2,0,南北向,2011,0,湖里,厦门
53953,65,高层,2,2,0,南北向,1999,0,思明,厦门
52941,68,高层,2,2,0,南北向,1999,0,思明,厦门
60050,68,低层,2,2,1,南北向,1999,0,思明,厦门
30579,89,高层,2,2,0,南北向,2013,0,岛外,厦门
32955,88,高层,2,2,1,南北向,2004,0,湖里,厦门
36465,82,低层,2,2,1,南北向,2005,0,岛外,厦门
35938,64,中层,2,2,0,南北向,2001,0,岛外,厦门
15694,72,低层,2,2,0,南北向,2009,0,岛外,厦门
55852,114,高层,2,2,0,南北向,2000,0,思明,厦门
64634,82,中层,2,2,1,南北向,2002,0,思明,厦门
58630,73,中层,2,2,1,南北向,2006,0,思明,厦门
68333,48,高层,2,2,0,其他,2006,0,思明,厦门
59508,61,中层,2,2,1,其他,1996,0,思明,厦门
65600,50,中层,2,2,0,其他,2002,0,思明,厦门
26190,84,高层,2,2,0,南向,2006,0,岛外,厦门
70700,86,高层,2,2,1,南北向,2000,0,思明,厦门
57956,76,高层,2,2,0,其他,2001,0,思明,厦门
26250,40,中层,2,2,0,其他,2015,0,岛外,厦门
25556,45,低层,2,2,0,其他,2015,0,岛外,厦门
25750,40,中层,2,2,0,其他,2016,0,岛外,厦门
42340,94,低层,2,2,0,其他,2015,0,岛外,厦门
26250,40,中层,2,2,0,其他,2015,0,岛外,厦门
27333,45,中层,2,2,0,其他,2015,0,岛外,厦门
42658,94,低层,2,2,0,其他,2014,0,岛外,厦门
88889,45,低层,2,2,1,南北向,2006,0,思明,厦门
65312,64,高层,2,2,0,南北向,1995,0,思明,厦门
51555,71,高层,2,2,1,南北向,1995,0,思明,厦门
58716,82,高层,2,2,0,南北向,1991,0,岛外,厦门
50602,83,中层,2,2,0,南向,2001,0,思明,厦门
28297,72,中层,2,2,0,南北向,2013,0,岛外,厦门
25969,130,高层,2,2,0,南北向,2006,0,岛外,厦门
29297,82,中层,2,2,0,南北向,2013,0,岛外,厦门
74793,49,高层,2,2,1,其他,2005,0,思明,厦门
61290,62,高层,2,2,0,南北向,1992,0,思明,厦门
53611,72,低层,2,2,1,南北向,1992,0,思明,厦门
63855,83,低层,2,2,1,南北向,2002,0,思明,厦门
50893,56,高层,2,2,0,南北向,2000,0,思明,厦门
56923,65,中层,2,2,0,南北向,2000,0,思明,厦门
60678,59,高层,2,2,1,南北向,2002,0,思明,厦门
66667,48,高层,2,2,0,南向,2006,0,思明,厦门
55645,62,高层,2,2,1,南北向,1995,0,思明,厦门
27941,68,中层,2,2,0,南北向,2010,0,岛外,厦门
27601,83,中层,2,2,0,南向,2008,0,岛外,厦门
27270,88,低层,2,2,0,南北向,2010,0,岛外,厦门
28162,85,高层,2,2,0,南北向,2010,0,岛外,厦门
27100,85,低层,2,2,0,南北向,2008,0,岛外,厦门
30416,94,高层,2,2,0,南北向,2015,0,岛外,厦门
29213,89,高层,2,2,0,南北向,2013,0,岛外,厦门
26667,87,中层,2,2,0,南北向,2013,0,岛外,厦门
20211,32,中层,2,2,0,南北向,2016,0,岛外,厦门
28571,77,中层,2,2,1,南北向,2015,0,岛外,厦门
25556,90,高层,2,2,0,南北向,2015,0,岛外,厦门
27660,94,中层,2,2,1,南北向,2014,0,岛外,厦门
26310,89,中层,2,2,0,南北向,2014,0,岛外,厦门
27381,84,中层,2,2,0,南北向,2014,0,岛外,厦门
40506,79,低层,2,2,1,南北向,2002,0,湖里,厦门
37015,67,中层,2,2,0,南北向,2008,0,湖里,厦门
30220,91,中层,2,2,0,南北向,2003,0,岛外,厦门
29114,79,高层,2,2,0,南北向,2003,0,岛外,厦门
28646,96,低层,2,2,0,南北向,2003,0,岛外,厦门
32759,58,高层,2,2,0,南北向,2003,0,岛外,厦门
31325,83,高层,2,2,1,南北向,2016,0,岛外,厦门
27500,60,中层,2,2,0,南北向,2003,0,岛外,厦门
41000,60,低层,2,2,0,南北向,2009,0,岛外,厦门
23485,66,高层,2,1,1,南向,2006,0,天河,广州
21552,58,中层,2,1,1,南北向,1995,1,海珠,广州
16596,47,中层,2,1,0,其他,1993,1,海珠,广州
56378,57,低层,2,1,1,南向,2004,0,天河,广州
60241,83,中层,2,1,1,其他,1999,0,天河,广州
56140,57,低层,2,1,1,南北向,1998,1,天河,广州
48913,64,高层,2,1,1,南北向,2000,0,天河,广州
68182,66,低层,2,1,0,南向,2007,0,天河,广州
54000,70,低层,2,1,1,其他,1998,0,天河,广州
35938,64,高层,2,1,1,其他,2005,1,黄埔,广州
30357,140,高层,2,1,0,南向,2009,0,白云,广州
48852,61,中层,2,1,1,南向,2008,0,天河,广州
34400,75,高层,2,1,1,南向,2002,1,天河,广州
52000,65,高层,2,1,0,南向,1999,1,天河,广州
29730,74,中层,2,1,0,南北向,2006,1,天河,广州
64634,41,高层,2,1,0,其他,1997,1,天河,广州
10556,72,低层,2,1,1,其他,1999,1,白云,广州
19952,50,高层,2,1,1,其他,2007,1,海珠,广州
28750,48,高层,2,1,1,其他,1989,1,海珠,广州
35000,40,高层,2,1,1,其他,1995,1,海珠,广州
24107,56,中层,2,1,0,其他,1995,1,海珠,广州
25862,58,中层,2,1,1,其他,1996,0,天河,广州
24000,50,低层,2,1,1,南向,1990,1,黄埔,广州
11967,61,高层,2,1,1,其他,1998,1,番禺,广州
11429,70,低层,2,1,1,南向,1997,1,番禺,广州
30000,86,高层,2,1,0,南北向,2015,1,白云,广州
25000,52,中层,2,1,0,其他,2000,1,海珠,广州
17647,68,中层,2,1,1,其他,1999,1,天河,广州
25873,63,低层,2,1,1,其他,2001,1,荔湾,广州
31250,80,低层,2,1,1,其他,2007,1,荔湾,广州
27778,72,低层,2,1,1,其他,2007,1,荔湾,广州
27083,72,中层,2,1,1,其他,2007,1,荔湾,广州
28000,75,低层,2,1,1,其他,2007,1,荔湾,广州
31884,69,中层,2,1,1,南北向,2003,1,海珠,广州
20690,58,中层,2,1,0,南北向,1998,1,海珠,广州
18966,58,高层,2,1,0,南北向,1998,1,海珠,广州
23148,54,中层,2,1,0,其他,1998,1,海珠,广州
37500,52,中层,2,1,0,其他,2003,1,海珠,广州
20417,48,中层,2,1,0,南北向,1993,1,海珠,广州
20732,82,中层,2,1,1,其他,1999,1,海珠,广州
20769,65,中层,2,1,1,其他,1999,1,海珠,广州
48980,98,高层,2,1,0,其他,2010,1,海珠,广州
19600,50,低层,2,1,0,南北向,1993,1,海珠,广州
58218,101,中层,2,1,0,南向,2000,1,天河,广州
52432,74,低层,2,1,1,其他,1995,1,天河,广州
16667,60,中层,2,1,0,南向,2014,0,番禺,广州
19231,65,高层,2,1,0,其他,1998,1,黄埔,广州
25768,91,低层,2,1,0,其他,2013,0,白云,广州
23333,45,中层,2,1,0,其他,1998,1,海珠,广州
27206,68,中层,2,1,0,其他,2006,1,白云,广州
12698,63,高层,2,1,1,其他,2000,1,白云,广州
11905,84,中层,2,1,1,南向,2000,1,白云,广州
18824,85,高层,2,1,1,其他,2000,1,白云,广州
26393,68,低层,2,1,0,南北向,2004,1,白云,广州
13667,60,中层,2,1,1,南北向,2000,1,白云,广州
13076,67,低层,2,1,1,南向,1999,1,白云,广州
13176,85,中层,2,1,1,其他,1999,1,白云,广州
13393,56,中层,2,1,1,南向,2000,1,白云,广州
17778,45,低层,2,1,1,南向,1999,1,白云,广州
19636,55,中层,2,1,1,南北向,1995,1,白云,广州
17647,68,高层,2,1,1,其他,1998,1,白云,广州
74406,72,低层,2,1,1,南向,2008,1,天河,广州
54118,85,中层,2,1,0,其他,2009,1,天河,广州
26812,69,中层,2,1,1,其他,2001,1,天河,广州
11806,72,中层,2,1,1,其他,2000,0,番禺,广州
12226,64,高层,2,1,1,南向,1999,1,白云,广州
22917,72,中层,2,1,0,南向,2008,1,白云,广州
12645,69,低层,2,1,1,南向,1999,1,白云,广州
27869,61,低层,2,1,0,其他,2003,1,天河,广州
35714,77,中层,2,1,1,其他,2009,1,天河,广州
18919,74,低层,2,1,0,南向,1999,1,天河,广州
19565,69,中层,2,1,0,南向,1999,1,天河,广州
20000,65,低层,2,1,1,其他,1998,0,天河,广州
46250,80,高层,2,1,1,南北向,2000,1,天河,广州
33077,65,中层,2,1,1,其他,1999,0,天河,广州
75000,34,高层,2,1,1,其他,2005,0,天河,广州
59524,84,高层,2,1,1,其他,1999,0,天河,广州
69375,89,中层,2,1,1,其他,2011,0,天河,广州
42571,70,中层,2,1,1,其他,1998,1,天河,广州
33000,60,中层,2,1,1,南北向,1999,1,黄埔,广州
35600,50,中层,2,1,0,南北向,1999,1,天河,广州
84722,72,中层,2,1,1,南向,2008,1,天河,广州
22535,71,中层,2,1,0,南向,2012,0,白云,广州
49315,73,高层,2,1,1,其他,2000,0,黄埔,广州
31698,53,高层,2,1,0,南向,1998,1,黄埔,广州
44308,65,中层,2,1,1,南向,2000,0,黄埔,广州
21127,71,中层,2,1,0,南向,2012,0,白云,广州
27840,45,中层,2,1,0,其他,1996,1,海珠,广州
26829,82,高层,2,1,1,南向,1999,0,白云,广州
21127,71,中层,2,1,0,南向,2012,0,白云,广州
21127,71,中层,2,1,0,南向,2012,0,白云,广州
30488,82,中层,2,1,1,南向,2013,1,白云,广州
20610,82,高层,2,1,1,南向,1999,0,白云,广州
33708,89,中层,2,1,1,南向,2013,1,白云,广州
20864,81,中层,2,1,1,南向,1999,0,白云,广州
20732,82,高层,2,1,1,南向,1999,0,白云,广州
20000,69,中层,2,1,0,南向,2012,0,白云,广州
37500,48,中层,2,1,1,南北向,2003,1,海珠,广州
19811,53,中层,2,1,0,其他,1989,1,海珠,广州
73256,86,高层,2,1,0,其他,2010,1,天河,广州
93586,88,中层,2,1,1,其他,2007,1,天河,广州
32716,81,低层,2,1,1,其他,2008,1,天河,广州
15606,66,中层,2,1,0,其他,2016,0,黄埔,广州
27632,76,高层,2,1,1,南向,2013,1,白云,广州
59524,42,低层,2,1,1,其他,1993,1,天河,广州
16346,52,中层,2,1,0,南北向,2004,1,白云,广州
17679,56,中层,2,1,0,南北向,2004,1,白云,广州
45045,56,低层,2,1,0,南北向,2002,1,天河,广州
35484,62,中层,2,1,1,其他,2001,1,天河,广州
21034,58,低层,2,1,1,南向,1999,0,天河,广州
56471,85,高层,2,1,1,南向,2007,1,天河,广州
39043,51,中层,2,1,0,其他,2000,1,海珠,广州
36620,71,中层,2,1,0,其他,2005,1,海珠,广州
40741,54,低层,2,1,1,南北向,1996,0,黄埔,广州
16901,71,高层,2,1,0,其他,2000,1,黄埔,广州
10739,54,低层,2,1,0,南向,2017,0,白云,广州
28448,58,中层,2,1,1,南北向,2005,1,黄埔,广州
47297,74,低层,2,1,0,南北向,2003,1,荔湾,广州
36047,86,高层,2,1,1,南北向,2005,1,荔湾,广州
64198,81,中层,2,1,1,南向,2008,1,天河,广州
34524,84,中层,2,1,1,其他,2001,1,荔湾,广州
50000,79,中层,2,1,0,南向,2004,1,天河,广州
50000,48,中层,2,1,1,南向,1997,1,天河,广州
50000,64,中层,2,1,0,南北向,2012,1,荔湾,广州
33140,86,中层,2,1,1,南北向,2000,1,荔湾,广州
46250,80,低层,2,1,0,南北向,2004,1,荔湾,广州
33846,65,高层,2,1,1,南向,2000,1,天河,广州
28000,75,中层,2,1,0,南向,2000,1,海珠,广州
36111,72,高层,2,1,0,南向,2000,1,海珠,广州
31765,85,中层,2,1,0,南向,2000,1,海珠,广州
30986,71,中层,2,1,0,南向,2000,1,海珠,广州
23529,68,低层,2,1,1,其他,2006,0,天河,广州
16176,68,高层,2,1,0,其他,1998,1,天河,广州
39706,68,低层,2,1,0,南向,2000,1,海珠,广州
35000,70,高层,2,1,0,其他,2005,1,海珠,广州
39216,51,高层,2,1,0,南向,2000,1,海珠,广州
20238,42,高层,2,1,0,南向,1998,1,荔湾,广州
34328,67,中层,2,1,0,南北向,2007,1,海珠,广州
11143,70,高层,2,1,1,南向,1997,1,番禺,广州
32143,56,低层,2,1,1,其他,1998,1,荔湾,广州
21739,46,高层,2,1,0,南北向,1996,1,荔湾,广州
28333,84,低层,2,1,1,其他,2007,1,天河,广州
31646,79,中层,2,1,1,其他,2007,1,天河,广州
42188,64,低层,2,1,0,其他,2012,1,荔湾,广州
18615,65,低层,2,1,0,其他,2016,0,黄埔,广州
18308,65,中层,2,1,0,其他,2015,0,黄埔,广州
32500,80,低层,2,1,0,其他,2003,1,荔湾,广州
43836,73,高层,2,1,0,其他,2009,1,荔湾,广州
23134,67,中层,2,1,0,其他,1999,1,荔湾,广州
38667,75,中层,2,1,0,南向,2000,1,荔湾,广州
16129,62,中层,2,1,1,南向,2004,1,番禺,广州
22951,61,高层,2,1,0,南向,1998,1,白云,广州
35714,70,中层,2,1,1,南向,2014,1,白云,广州
23571,70,高层,2,1,0,南向,2002,0,白云,广州
19245,53,低层,2,1,0,其他,1993,1,海珠,广州
45775,71,中层,2,1,1,南向,1998,1,天河,广州
54667,75,高层,2,1,1,南向,2009,1,天河,广州
41176,85,中层,2,1,0,南向,1997,1,天河,广州
33019,53,高层,2,1,0,南向,1995,1,黄埔,广州
49434,53,高层,2,1,0,南北向,1981,1,黄埔,广州
27632,76,中层,2,1,0,其他,2000,1,天河,广州
39655,58,中层,2,1,1,南向,1999,1,海珠,广州
38235,85,中层,2,1,1,南向,2004,1,天河,广州
53333,90,低层,2,1,0,南北向,2009,1,海珠,广州
30137,73,低层,2,1,0,其他,2000,1,海珠,广州
29455,55,中层,2,1,0,其他,2003,1,海珠,广州
34211,76,高层,2,1,0,南北向,1993,1,黄埔,广州
37692,65,中层,2,1,0,南向,1993,1,黄埔,广州
36143,70,高层,2,1,0,其他,1993,1,黄埔,广州
37500,64,高层,2,1,0,南北向,2006,1,黄埔,广州
36765,68,高层,2,1,1,南北向,1994,1,天河,广州
90698,86,高层,2,1,1,南向,2010,1,天河,广州
40805,87,高层,2,1,1,其他,2007,1,天河,广州
34286,70,中层,2,1,1,其他,2007,1,天河,广州
35256,78,低层,2,1,1,其他,2009,1,天河,广州
22794,68,中层,2,1,1,南向,2001,1,天河,广州
25000,56,中层,2,1,0,南向,1998,1,白云,广州
13846,52,中层,2,1,0,南向,2011,1,白云,广州
8923,65,中层,2,1,0,南向,1994,1,番禺,广州
22500,68,中层,2,1,1,南向,1999,1,海珠,广州
26667,63,高层,2,1,1,其他,2001,1,天河,广州
20000,65,中层,2,1,1,南向,2000,1,天河,广州
21053,76,中层,2,1,1,南向,2000,1,天河,广州
23582,67,高层,2,1,1,其他,2001,1,天河,广州
29552,67,中层,2,1,0,南向,1998,1,白云,广州
32500,80,低层,2,1,1,其他,2002,1,天河,广州
20317,63,中层,2,1,1,其他,2001,1,天河,广州
30498,59,高层,2,1,1,其他,2001,1,天河,广州
20886,79,低层,2,1,1,南向,2000,1,天河,广州
32353,85,低层,2,1,1,其他,2009,1,天河,广州
22059,68,中层,2,1,0,其他,1997,1,海珠,广州
36620,71,中层,2,1,0,南向,2003,1,海珠,广州
21964,56,低层,2,1,1,其他,2003,1,海珠,广州
18750,56,低层,2,1,0,南向,1996,1,海珠,广州
20000,60,低层,2,1,1,南向,2003,1,番禺,广州
50000,68,低层,2,1,1,其他,2004,0,天河,广州
62734,75,低层,2,1,1,南向,2000,0,天河,广州
38269,52,低层,2,1,1,南向,2000,1,黄埔,广州
8621,58,中层,2,1,0,南北向,2007,1,荔湾,广州
19600,50,高层,2,1,0,南向,2002,1,海珠,广州
20625,64,中层,2,1,0,其他,1998,1,海珠,广州
15814,43,中层,2,1,0,南北向,2009,1,白云,广州
38158,76,中层,2,1,1,南北向,2003,1,白云,广州
17647,68,中层,2,1,1,南向,2004,1,番禺,广州
19048,63,高层,2,1,1,其他,2000,1,番禺,广州
17647,68,中层,2,1,1,南北向,2004,1,番禺,广州
12381,63,低层,2,1,1,南向,1999,0,白云,广州
36538,52,低层,2,1,0,南北向,2005,1,海珠,广州
26364,55,低层,2,1,1,其他,2003,1,番禺,广州
12830,53,低层,2,1,1,南向,2000,1,白云,广州
11905,63,低层,2,1,0,南向,1999,1,荔湾,广州
55000,60,中层,2,1,0,南向,2004,1,天河,广州
17647,68,中层,2,1,0,南向,1994,1,海珠,广州
29412,85,低层,2,1,0,其他,2005,0,海珠,广州
19231,65,中层,2,1,0,其他,2015,0,黄埔,广州
19538,65,中层,2,1,0,其他,2015,0,黄埔,广州
20833,72,中层,2,1,0,其他,1997,1,海珠,广州
12941,68,中层,2,1,1,南北向,2000,1,天河,广州
18657,67,中层,2,1,0,南向,1993,1,海珠,广州
11493,67,中层,2,1,0,南向,2004,1,白云,广州
35556,81,中层,2,1,1,南北向,2000,1,海珠,广州
22535,71,中层,2,1,0,南向,1999,1,海珠,广州
25000,60,中层,2,1,1,南向,1999,1,海珠,广州
30000,60,低层,2,1,0,其他,1998,1,海珠,广州
34375,64,高层,2,1,0,其他,2005,0,海珠,广州
30682,44,中层,2,1,0,南北向,1995,1,海珠,广州
21250,80,低层,2,1,0,南向,2003,1,天河,广州
26316,76,高层,2,1,0,南北向,1999,1,天河,广州
25584,77,高层,2,1,0,其他,1995,1,天河,广州
23318,68,中层,2,1,0,其他,2001,1,海珠,广州
19178,73,中层,2,1,0,其他,1998,1,海珠,广州
32730,61,中层,2,1,0,南向,1995,1,海珠,广州
30513,78,高层,2,1,0,其他,2005,1,海珠,广州
53659,82,高层,2,1,1,其他,2007,1,海珠,广州
20294,68,高层,2,1,0,南北向,1998,1,海珠,广州
50538,93,低层,2,1,0,南向,2006,1,海珠,广州
68889,45,高层,2,1,0,南北向,2006,1,海珠,广州
53333,90,高层,2,1,1,其他,2007,1,海珠,广州
54321,81,低层,2,1,0,其他,2006,1,海珠,广州
50000,80,高层,2,1,0,其他,2001,1,海珠,广州
49231,65,低层,2,1,0,南北向,1980,1,海珠,广州
58082,60,中层,2,1,0,南向,2004,0,福田,深圳
34658,71,低层,2,1,1,南向,2000,0,龙岗,深圳
59524,42,低层,2,1,0,南向,2005,0,罗湖,深圳
42128,42,低层,2,1,1,南向,2004,0,龙华,深圳
61842,76,中层,2,1,1,其他,2013,0,龙华,深圳
40408,49,中层,2,1,1,南向,2016,0,罗湖,深圳
36867,50,中层,2,1,1,其他,2014,0,龙岗,深圳
47368,57,低层,2,1,1,南向,1986,0,罗湖,深圳
54810,52,高层,2,1,1,南向,2004,0,南山,深圳
46096,58,高层,2,1,1,南向,2001,0,南山,深圳
47619,63,中层,2,1,1,其他,2000,0,罗湖,深圳
45139,72,中层,2,1,1,南向,2000,0,罗湖,深圳
43621,58,中层,2,1,0,其他,2008,0,罗湖,深圳
77644,34,中层,2,1,1,南向,2013,0,南山,深圳
45652,46,高层,2,1,0,其他,2012,0,南山,深圳
44340,53,高层,2,1,1,南向,2000,0,罗湖,深圳
54651,43,低层,2,1,1,南向,2002,0,南山,深圳
59091,55,低层,2,1,0,其他,2006,0,宝安,深圳
34167,60,高层,2,1,0,南向,2014,0,龙岗,深圳
60714,42,中层,2,1,0,其他,2009,0,南山,深圳
45519,70,高层,2,1,1,南向,1998,0,南山,深圳
63182,44,高层,2,1,0,其他,2009,0,南山,深圳
60000,43,高层,2,1,0,其他,2009,0,南山,深圳
66190,42,中层,2,1,0,其他,2009,0,南山,深圳
54089,69,高层,2,1,1,南向,2000,0,南山,深圳
57231,65,中层,2,1,1,其他,2004,0,南山,深圳
58966,58,低层,2,1,1,南北向,2008,0,宝安,深圳
42500,60,高层,2,1,1,南向,2001,0,南山,深圳
22105,76,中层,2,1,1,南北向,2013,0,坪山,深圳
16615,65,中层,2,1,1,南北向,2013,0,坪山,深圳
84472,96,高层,2,1,1,其他,2009,0,宝安,深圳
55926,54,低层,2,1,1,其他,2007,0,宝安,深圳
115385,65,中层,2,1,1,其他,2000,0,福田,深圳
48507,45,高层,2,1,0,其他,2005,0,龙华,深圳
42319,79,中层,2,1,1,其他,2005,0,龙华,深圳
50385,53,低层,2,1,1,其他,2013,0,宝安,深圳
31395,43,中层,2,1,1,南向,2014,0,龙岗,深圳
31154,52,低层,2,1,1,其他,2014,0,龙岗,深圳
66833,56,高层,2,1,1,其他,2010,0,龙岗,深圳
63151,65,低层,2,1,0,其他,2012,0,宝安,深圳
42498,54,高层,2,1,1,其他,2008,0,龙岗,深圳
37888,81,低层,2,1,1,南向,2006,0,龙岗,深圳
52632,38,中层,2,1,1,其他,2000,0,罗湖,深圳
8571,49,中层,2,1,0,南北向,2001,0,宝安,深圳
43111,55,低层,2,1,1,其他,2008,0,龙岗,深圳
41860,43,高层,2,1,1,南向,2002,0,龙华,深圳
59154,52,中层,2,1,1,南向,2009,0,龙华,深圳
50000,54,中层,2,1,1,其他,2010,0,龙岗,深圳
57061,49,中层,2,1,0,其他,2012,0,宝安,深圳
42991,77,高层,2,1,1,其他,2007,0,龙岗,深圳
43916,55,中层,2,1,1,其他,2006,0,龙岗,深圳
45417,48,低层,2,1,1,南向,2008,0,宝安,深圳
12714,70,中层,2,1,0,南北向,2013,0,龙岗,深圳
69424,68,低层,2,1,1,其他,2006,0,宝安,深圳
51478,48,高层,2,1,0,其他,2005,0,宝安,深圳
69667,79,高层,2,1,1,南向,2007,0,宝安,深圳
34651,43,低层,2,1,1,其他,1983,0,罗湖,深圳
32895,38,中层,2,1,1,南向,1985,0,罗湖,深圳
36809,47,中层,2,1,1,其他,2012,0,罗湖,深圳
18868,53,中层,2,1,1,南向,1999,0,福田,深圳
26731,52,中层,2,1,1,其他,1983,0,罗湖,深圳
23542,48,低层,2,1,0,南向,1994,0,宝安,深圳
25019,52,中层,2,1,1,其他,2015,0,坪山,深圳
16203,79,低层,2,1,1,其他,2015,0,坪山,深圳
34663,82,高层,2,1,1,其他,2011,0,龙岗,深圳
25735,68,中层,2,1,0,南北向,2011,0,坪山,深圳
30952,63,中层,2,1,1,南北向,2013,0,坪山,深圳
24242,66,高层,2,1,0,南北向,2011,0,龙岗,深圳
24638,69,低层,2,1,0,南北向,2013,0,坪山,深圳
48937,72,低层,2,1,1,其他,2005,0,宝安,深圳
50239,63,高层,2,1,1,南向,2005,0,宝安,深圳
37000,50,中层,2,1,1,其他,1984,0,罗湖,深圳
37907,43,高层,2,1,1,其他,1985,0,罗湖,深圳
36735,49,中层,2,1,1,其他,1981,0,罗湖,深圳
36512,43,中层,2,1,1,其他,1981,0,罗湖,深圳
36905,42,低层,2,1,1,其他,1985,0,罗湖,深圳
34615,52,低层,2,1,1,南向,1984,0,罗湖,深圳
37000,50,高层,2,1,1,南向,1984,0,罗湖,深圳
34231,52,中层,2,1,1,其他,1984,0,罗湖,深圳
40816,49,中层,2,1,1,南向,2002,0,南山,深圳
13971,68,中层,2,1,1,南北向,2012,0,坪山,深圳
25000,68,高层,2,1,1,南北向,2014,0,坪山,深圳
31935,62,中层,2,1,0,南北向,2015,0,坪山,深圳
46830,69,低层,2,1,1,其他,2006,0,宝安,深圳
25000,66,中层,2,1,1,南北向,2013,0,坪山,深圳
31746,63,中层,2,1,0,南北向,2015,0,坪山,深圳
19853,68,中层,2,1,1,南北向,2013,0,坪山,深圳
31935,62,高层,2,1,1,南北向,2012,0,坪山,深圳
30952,63,中层,2,1,1,南北向,2009,0,坪山,深圳
25224,67,中层,2,1,1,南北向,2012,0,坪山,深圳
17460,63,高层,2,1,0,南北向,2000,0,南山,深圳
27027,37,中层,2,1,0,南向,2015,0,坪山,深圳
77027,74,中层,2,1,1,其他,2005,0,南山,深圳
61224,49,中层,2,1,1,其他,2012,0,宝安,深圳
36170,47,高层,2,1,0,南向,2011,0,龙华,深圳
33077,65,低层,2,1,0,南向,2015,0,龙岗,深圳
38462,65,低层,2,1,1,南向,2006,0,龙华,深圳
42373,59,低层,2,1,1,南向,2003,0,龙华,深圳
25676,37,中层,2,1,0,南向,2017,0,坪山,深圳
61765,68,高层,2,1,1,南北向,2000,0,罗湖,深圳
22237,76,中层,2,1,1,南北向,2012,0,坪山,深圳
25658,76,中层,2,1,1,南北向,2013,0,坪山,深圳
30800,75,中层,2,1,1,南北向,2012,0,坪山,深圳
50946,69,高层,2,1,1,其他,1996,0,宝安,深圳
56402,53,高层,2,1,1,其他,2012,0,宝安,深圳
50654,47,中层,2,1,1,其他,2000,0,罗湖,深圳
48726,49,低层,2,1,1,南向,2000,0,罗湖,深圳
51163,43,高层,2,1,1,其他,2000,0,罗湖,深圳
35345,58,中层,2,1,1,南向,1999,0,龙岗,深圳
58995,69,低层,2,1,1,南向,2002,0,福田,深圳
32174,46,中层,2,1,0,南北向,2002,0,龙华,深圳
49318,75,中层,2,1,1,其他,2009,0,龙岗,深圳
45102,71,中层,2,1,1,其他,2003,0,龙华,深圳
31915,47,中层,2,1,1,南北向,2014,0,坪山,深圳
45650,77,中层,2,1,1,南向,2000,0,宝安,深圳
50000,58,低层,2,1,1,南北向,1999,0,福田,深圳
52586,58,中层,2,1,1,南北向,2000,0,福田,深圳
33333,54,中层,2,1,0,南向,1998,0,宝安,深圳
35417,48,中层,2,1,0,南向,2001,0,罗湖,深圳
41509,53,高层,2,1,1,南北向,2000,0,罗湖,深圳
30909,55,低层,2,1,0,南向,2003,0,罗湖,深圳
33333,54,高层,2,1,0,南北向,1998,0,宝安,深圳
